Timestamp,Message,Message Type,Response,Response Type,Response Group,Response Accuracy,Accuracy Diagnosis,Fixed or Improved,Negative Sentiment,Notes
4/18/19 9:53AM,name change,Freeform,Your name is [name]!,Small Talk,Small Talk,None,No content,FALSE,FALSE,
4/18/19 9:53AM,trans name change,Freeform,"NYU's Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) Student Center exists to create campus environments that are inclusive and supportive of student diversity in the areas of sexual orientation and gender identity and expression.
What would you like to know about the LGBTQ Student Center?",LGBTQ+ Center Welcome,LGBTQ+,None,No content,FALSE,FALSE,Reached out with link to correct information
4/18/19 10:17AM,Gay abu dhabi,Freeform,"NYU's Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) Student Center exists to create campus environments that are inclusive and supportive of student diversity in the areas of sexual orientation and gender identity and expression.
What would you like to know about the LGBTQ Student Center?",LGBTQ+ Center Welcome,LGBTQ+,None,No content,FALSE,FALSE,No DEI resources on website
4/18/19 10:18AM,Abu dhabi gay,Freeform,"Welcome to NYU Abu Dhabi! This site presents students with a visionary new model for higher education at the crossroads of the world that combines the best of a research university education with the advantages of a liberal arts, sciences, and engineering curriculum
What would you like to know about Abu Dhabi?",Abu Dhabi Home,Abu Dhabi,None,No content,FALSE,FALSE,No DEI resources on website
4/18/19 8:22PM,Jasper Kane hours,Freeform,"The hours for Jasper Café are:

Monday through Thursday
7:30AM to 9PM

Friday
7:30AM to 7PM

Saturday and Sunday
10AM to 7PM",Jasper Kane Hours,Dining,Full,,FALSE,FALSE,
4/19/19 7:18AM,Bus,Freeform,What bus route are you taking today?,Bus Welcome,Public Safety,Full,,FALSE,FALSE,
4/19/19 7:18AM,I don't know,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/19/19 7:18AM,This one!,Button,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
4/19/19 12:19PM,what’s the closest bus to me?,Freeform,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/19/19 1:23PM,This one!,Button,Route C offers transportation to and from Stuyvesant Town and points north of Washington Square.,Bus C,Public Safety,Full,,FALSE,FALSE,
4/19/19 1:24PM,This one!,Button,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
4/19/19 1:41PM,📍Live Map,Button,For a live map of NYU buses,Live Map,Public Safety,Full,,FALSE,FALSE,
4/19/19 2:7PM,📬 Contact,Button,"There are many different ways to reach them:
📨 Email
📞 Call
📍Visit",Wasserman Contact,Wasserman,Full,,FALSE,FALSE,
4/19/19 2:8PM,I’d like to fins some jobs,Freeform,"Looking for a job? NYU CareerNet is the Wasserman Center's online database for jobs, internships, and on-campus employment
NYU CareerNet
Already have an on-campus job? For information regarding on-campus employment
Click here!",On-Campus Employment,Wasserman,Full,,FALSE,FALSE,
4/19/19 2:8PM,Practice my spoken English,Freeform,Only if you take me out to dinner first 😉😘,Small Talk,Small Talk,None,No content,FALSE,FALSE,Reached out with correct information
4/19/19 2:8PM,So can u give me some advice,Freeform,I think I misunderstood. Would you like me to connect you with one of my humans? ✏️,Fallback,Fallback,None,Vague,FALSE,FALSE,
4/19/19 4:19PM,Bus b,Freeform,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
4/19/19 4:30PM,Route a,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
4/19/19 4:43PM,This one!,Button,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
4/19/19 8:25PM,bus closest to 308 w 18th street,Freeform,"Route W offers weekend service combining Routes B, E, & G.",Bus W,Public Safety,None,No answer,FALSE,FALSE,Too specific
4/19/19 11:27PM,Women’s fencing team,Freeform,"For information about NYU Women's Fencing:
Website
Schedule",Fencing W,Athletics,Full,,FALSE,FALSE,
4/19/19 11:27PM,🏈 Athletics Home,Button,"NYU Athletics works to create an environment where students can flourish intellectually, athletically, and personally.
What would you like to know more about?",Athletics Welcome,Athletics,Full,,FALSE,FALSE,
4/20/19 12:57AM,Route w,Freeform,"Route W offers weekend service combining Routes B, E, & G.",Bus W,Public Safety,Full,,FALSE,FALSE,
4/20/19 3:15PM,Route A schedule,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
4/20/19 3:16PM,Downstein hours,Freeform,"The hours for Weinstein Passport Dining are: 

Monday through Friday 
7AM to 3PM
4 to 9PM

Saturday and Sunday
8AM to 3PM
4 to 9PM",Downstein Hours,Dining,Full,,FALSE,FALSE,
4/20/19 3:51PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
4/20/19 3:51PM,Route A schedule,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
4/20/19 3:51PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/20/19 4:48PM,🛠 Self-Development,Button,For questions about self-development:,Development Menu,Development,Full,,FALSE,FALSE,
4/20/19 4:48PM,📬 Contact,Button,"The ULC has two locations. Come visit them at one (or both!)
ULC at UHall:
110 E14th St
Or Call Them
ULC at ARC:
18 Washington Pl.
Or Call Them",ULC Contact,ULC/ARC,Full,,FALSE,FALSE,
4/20/19 4:48PM,📓 Tutoring,Button,"The University Learning Center's mission is to assist students in developing the knowledge base, skills, and strategies that will help them to become confident, independent, and active learners. Its various academic support services are intended to help students meet the challenge of NYU's rigorous academic standards",ULC Welcome,ULC/ARC,Full,,FALSE,FALSE,
4/20/19 4:49PM,🌐 Global Services,Button,"The Office of Global Services (OGS) is the resource at NYU for immigration and visa questions.
What would you like to know about the OGS?",OGS Welcome,Global Services,Full,,FALSE,FALSE,
4/20/19 4:49PM,✍️ Admissions,Button,For questions about admissions:,Admissions Menu,Admissions,Full,,FALSE,FALSE,
4/20/19 4:49PM,🐣 Undergraduate,Button,Welcome to NYU Admissions. What would you like to know more about?,Undergraduate Admissions Welcome,Admissions,Full,,FALSE,FALSE,
4/20/19 4:49PM,Important Info,Button,"Get quick access to important information provided by OGS
Newly Admitted Students
www.nyu.edu
More Info",OGS Important Info,Global Services,Full,,FALSE,FALSE,
4/20/19 4:51PM,Admissions Home,Button,Welcome to NYU Admissions. What would you like to know more about?,Undergraduate Admissions Welcome,Admissions,Full,,FALSE,FALSE,
4/20/19 4:51PM,Fees,Freeform,"The application fee is $80. If you need an application fee waiver, please contact your high school",?Application Fee,Admissions,Partial,Vague,FALSE,FALSE,
4/20/19 4:51PM,Academic Fees,Freeform,"The application fee is $80. If you need an application fee waiver, please contact your high school",?Application Fee,Admissions,None,No content,FALSE,FALSE,
4/20/19 4:51PM,Application Process,Button,"
The Common Application Explained
www.youtube.com
Watch now!
For more info on the application process
Click here!",UA Application,Admissions,Full,,FALSE,FALSE,
4/20/19 4:53PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
4/20/19 4:54PM,💸 Finances,Button,"Finances are a very important, and sometimes complicated, part of college life. I’m here to help you navigate them!",Finances Welcome,Finances,Full,,FALSE,FALSE,
4/20/19 6:53PM,palladium dining,Freeform,"Palladium couples creativity with unparalleled culinary experience to provide guests a wholesome, healthy and authentic dining experience. Palladium’s unique stations include Produce Market, Global international fare, and the Palladium Grille.
What would you like to know about Palladium Dining?",Palladium Dining Home,Dining,Full,,FALSE,FALSE,
4/20/19 6:53PM,🕓 Hours,Button,"The hours for Palladium Dining are:

Monday through Friday
4 to 10PM

Saturday
11AM to 3PM 
4 to 10PM

Sunday
11AM to 3PM
5 to 10PM",Palladium Dining Hours,Dining,Full,,FALSE,FALSE,
4/20/19 11:19PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
4/21/19 11:31AM,is kimmel open on Easter?,Freeform,"The Kimmel Center (not the dining hall) hours are:

Monday to Friday:
8AM to 11PM
 
Saturday:
8AM to 11PM
 
Sunday:
12 to 10 PM",?Kimmel Center Hours,Campus,Partial,No content,FALSE,FALSE,Doesn't specify Easter
4/21/19 11:31AM,Is kimmel open today?,Freeform,"The Kimmel Center (not the dining hall) hours are:

Monday to Friday:
8AM to 11PM
 
Saturday:
8AM to 11PM
 
Sunday:
12 to 10 PM",?Kimmel Center Hours,Campus,Partial,No content,FALSE,FALSE,Doesn't specify Easter
4/21/19 2:29PM,dining hall menu,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
",Dining Menus,Dining,Full,,FALSE,FALSE,
4/21/19 8:46PM,university hall food,Freeform,What would you like to know about University Hall (aka UHall)?,UHall Menu,Housing,None,AI,FALSE,FALSE,
4/21/19 8:46PM,university food court,Freeform,"Weinstein Food Court (AKA Upstein) serves lunch, dinner, and late night meals. It features Over Easy breakfast station, The Bobcat deli, Jamba Juice, and one of the only Chick-fil-A locations in New York!
What would you like to know about Upstein?",Upstein Home,Dining,None,AI,FALSE,FALSE,
4/21/19 8:47PM,burger studio,Freeform,"U-Hall Commons Café, located in the basement of U-Hall, features Burger Studio and a P.O.D. Market convenience store that sells everything from fresh produce to personal items.
What would you like about U-Hall Commons?",UHall Commons,Dining,Full,,FALSE,FALSE,
4/21/19 8:47PM,🕓 Hours,Button,"The hours for U-Hall Commons are:

Monday through Friday 
11AM to 11PM

Saturday and Sunday 
4 to 11PM",UHall Commons Hours,Dining,Full,,FALSE,FALSE,
4/21/19 9:10PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
4/21/19 9:10PM,📝 Registrar,Button,"The Office of the Registrar is responsible for academic policies, the student information system, and student records from application to degree conferral.",Registrar Welcome,Registrar,Full,,FALSE,FALSE,
4/21/19 9:10PM,✏️ Walkthrough,Button,"Hi! You want to register for courses? Great!
💻 Step 1: Start by logging onto Albert. Let me know when you're done",CR Welcome,Registrar,Full,,FALSE,FALSE,
4/21/19 9:12PM,Yes please,Freeform,"My humans are all out of the office right now, but I can leave them a message and they'll get back to you as soon as possible!
Would you like to leave a message?",Live Chat,Human,Full,,FALSE,FALSE,Declined to leave a message
4/21/19 9:12PM,"No, I am an alumni and would like to know if i can request my immunization records. Is the best way to do so to go to the registrar’s office?",Freeform,"Sorry I didn't understand that, but I know a human who can. Want me to connect you? ✏️",Fallback,Fallback,None,No answer,TRUE,FALSE,Complex syntax
4/22/19 3:9AM,I accidentally applied for the wrong year for financial aid,Freeform,"For undergraduate students to be considered for financial aid in the summer, they must submit the NYU Summer Financial Aid Application, which is available on the Applications and Forms menu beginning in February.
Graduate students will receive a summer financial aid award if their summer enrollment is at least half-time (at least 6 credits or the equivalent). A Summer Financial Aid Application is also available for visiting non-NYU students.",?Eligible,Finances,None,No answer,TRUE,FALSE,Specific
4/22/19 3:10AM,What happens when I accept financial aid,Freeform,"For all of NYU's awesome events, check out their calendar:
Click here!",?Events,Miscellaneous,None,Vague,FALSE,FALSE,Reached out to offer help
4/22/19 11:33AM,Ho what are Weinstein dining hours,Freeform,"The hours for Palladium Dining are:

Monday through Friday
4 to 10PM

Saturday
11AM to 3PM 
4 to 10PM

Sunday
11AM to 3PM
5 to 10PM",Palladium Dining Hours,Dining,None,AI,TRUE,FALSE,
4/22/19 11:33AM,Downstein,Freeform,"Weinstein Passport Dining (AKA Downstein) has a distinct focus on global flavors, exploring ethnic foods and authentic cuisine from around the world. Weinstein’s goal is to let students experience the world with their taste buds without leaving New York City.
What would you like to know about Weinstein Passport Dining?",Downstein Dining Home,Dining,Full,,FALSE,FALSE,
4/22/19 11:33AM,🕓 Hours,Button,"The hours for Weinstein Passport Dining are: 

Monday through Friday 
7AM to 3PM
4 to 9PM

Saturday and Sunday
8AM to 3PM
4 to 9PM",Downstein Hours,Dining,Full,,FALSE,FALSE,
4/22/19 11:33AM,🍽 Menu,Button,"
For the Weinstein Passport Dining Menu
nyu.campusdish.com
Click here!",Dining Menus,Dining,Full,,FALSE,FALSE,
4/22/19 11:33AM,🍽 Menu,Button,"
For the Lipton Dining Menu
nyu.campusdish.com
Click here!",Dining Menus,Dining,Full,,FALSE,FALSE,
4/22/19 11:35AM,Lipton,Freeform,NYU has a lot of tea (I mean Liptons)! Which one do you want to know more about?,Lipton Redirect,Redirects,Full,,FALSE,FALSE,
4/22/19 11:35AM,🍴 Dining Hall,Button,"Lipton represents NYU Dining’s sustainable eating initiatives with a focus on vegetarian and vegan cuisine. Their Acre to Avenue platform serves a selection of seasonal locally grown fruits and vegetables, showing support for local farmers.",Lipton Dining Home,Dining,Full,,FALSE,FALSE,
4/22/19 11:35AM,🕓 Hours,Button,"The hours for Lipton Dining Hall are: 

Monday through Friday
7:30AM to 3PM
4 to 9PM

Saturday and Sunday
11AM to 8PM",Lipton Dining Hours,Dining,Full,,FALSE,FALSE,
4/22/19 1:32PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/22/19 1:32PM,This one!,Button,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
4/22/19 2:48PM,downstein hours,Freeform,"The hours for Weinstein Passport Dining are: 

Monday through Friday 
7AM to 3PM
4 to 9PM

Saturday and Sunday
8AM to 3PM
4 to 9PM",Downstein Hours,Dining,Full,,FALSE,FALSE,
4/22/19 2:48PM,dining locations open after 3pm,Freeform,What question do you have about NYU Dining?,Dining Home,Dining,Partial,AI,FALSE,FALSE,Direct to dining hours
4/22/19 2:49PM,lipton dining hall,Freeform,"Lipton represents NYU Dining’s sustainable eating initiatives with a focus on vegetarian and vegan cuisine. Their Acre to Avenue platform serves a selection of seasonal locally grown fruits and vegetables, showing support for local farmers.
What would you like to know about Lipton Dining Hall?",Lipton Dining Home,Dining,Full,,FALSE,FALSE,
